product_name,category_shelf,match_key
NATURE VALLEY CRUNCHY 49'S,"Food, drinks & essentials",nature valley crunchy 49's
NCP 100ML,OTC,ncp 100ml
NCP 200ML,Pharmacy medicine,ncp 200ml
NEBILET 5MG,Other / uncategorised,nebilet 5mg
NEBIVOLOL 5MG 28'S,Other / uncategorised,nebivolol 5mg 28's
NECLOBET 3 CREAM 30G,OTC,neclobet 3 cream 30g
NEO HYCOLEX DROPS 10ML EEN,Other / uncategorised,neo hycolex drops 10ml een
NEO HYCOLEX DROPS 5ML,Pharmacy medicine,neo hycolex drops 5ml
NEO MERCAZOLE 5 (CARBIMAZOLE TAB 5MG),Prescription medicine,neo mercazole 5 (carbimazole tab 5mg)
NEO-CORT E/E/N DROPS 10ML,OTC,neo-cort e/e/n drops 10ml
NEO-MEDROL (NEO-PRESOL) ACNE LOTION,OTC,neo-medrol (neo-presol) acne lotion
NEOCELL SUPER COLLAGEN 90'S,OTC,neocell super collagen 90's
NEOCELL SUPER COLLAGEN PEPTIDES 180'S,OTC,neocell super collagen peptides 180's
NEOCELL SUPER COLLAGEN PEPTIDES 90'S,OTC,neocell super collagen peptides 90's
NEOCELL SUPER COLLAGEN PEPTIDES POWDER 600G,OTC,neocell super collagen peptides powder 600g
NEOCELL SUPER COLLAGEN+VIT C & BIOTIN 360'S,OTC,neocell super collagen+vit c & biotin 360's
NEOFERON BLOOD POWER 200ML LIQUID EXETER,OTC,neoferon blood power 200ml liquid exeter
NEOMIDEX (DEXA NEOMYCIN POLYMIXIN) EYE DROPS 5ML,Prescription medicine,neomidex (dexa neomycin polymixin) eye drops 5ml
NEOPRENE ANKLE SUPPORT,Other / uncategorised,neoprene ankle support
NEOPRENE ELBOW SUPPORT,Other / uncategorised,neoprene elbow support
NEOPRENE KNEE SUPPORT,Other / uncategorised,neoprene knee support
NEOSPORIN OINTMENT (ANTIBIOTIC CREAM 56.7G),OTC,neosporin ointment (antibiotic cream 56.7g)
NEOVITA CAPS 30'S WITH GINSENG,OTC,neovita caps 30's with ginseng
NEOXATROL EYE DROPS 5ML,Other / uncategorised,neoxatrol eye drops 5ml
NEPORENE WRIST SUPPORT,Other / uncategorised,neporene wrist support
NESBEN (ALBENDAZOLE SUSP),Prescription medicine,nesben (albendazole susp)
NESBEN (ALBENDAZOLE) TAB,Other / uncategorised,nesben (albendazole) tab
NESTER CHLORHEXIDINE M/WASH 300ML FRESH MINT,Other / uncategorised,nester chlorhexidine m/wash 300ml fresh mint
NESTER CHLORHEXIDINE M/WASH 300ML ORIGINAL,Other / uncategorised,nester chlorhexidine m/wash 300ml original
NESTER RUBBING ALCOHOL 475ML ECL,OTC,nester rubbing alcohol 475ml ecl
NESTERIX FORTE SYR 200ML ECL,OTC,nesterix forte syr 200ml ecl
NESTLE MILKYBAR 90GM,"Food, drinks & essentials",nestle milkybar 90gm
NEUROBION TABS 100',Other / uncategorised,neurobion tabs 100'
NEUROBION TABS 20',Prescription medicine,neurobion tabs 20'
NEUROMIN PLUS 30'S ENTRANCE PHARMA,Pharmacy medicine,neuromin plus 30's entrance pharma
NEUROMIND ORIGINAL CAPS,OTC,neuromind original caps
NEUROMIND PLUS DHA 56',Pharmacy medicine,neuromind plus dha 56'
NEUROPAT PLUS CAPS 30'S,OTC,neuropat plus caps 30's
NEUROZAN (MENTAL PERFORMANCE) TABS 30'S VITABIOTICS,Prescription medicine,neurozan (mental performance) tabs 30's vitabiotics
NEUROZAN PLUS 56'S,Other / uncategorised,neurozan plus 56's
NEUTROGENA CLEAR BODY 141G,OTC,neutrogena clear body 141g
NEUTROGENA OIL FREE ACNE WASH 269ML,Other / uncategorised,neutrogena oil free acne wash 269ml
NEUTROGENA ULTRA SHEA 141G SPF 70,Other / uncategorised,neutrogena ultra shea 141g spf 70
NEUTROSEC TONIC 200ML,OTC,neutrosec tonic 200ml
NEVANAC EYE DROP 0.1% 5ML,OTC,nevanac eye drop 0.1% 5ml
NEXCOFER BLOOD TONIC 200ML ECL,OTC,nexcofer blood tonic 200ml ecl
NEXCOFER CAPS 30'S,Pharmacy medicine,nexcofer caps 30's
NEXIUM 10MG ORAL SACHET 28'S,Pharmacy medicine,nexium 10mg oral sachet 28's
NEXIUM TABS 20MG 14'S,Pharmacy medicine,nexium tabs 20mg 14's
NEXIUM TABS 40MG 14'S,Pharmacy medicine,nexium tabs 40mg 14's
NICORETTE GUM 2MG 105'S,OTC,nicorette gum 2mg 105's
NICOTINELL TTS 30 21MG PATCH,Other / uncategorised,nicotinell tts 30 21mg patch
NIFEDIPINE ( NIFEDI-DENK) RTD 20MG TABS 100'S,Pharmacy medicine,nifedipine ( nifedi-denk) rtd 20mg tabs 100's
NIFEDIPINE ( NIFEDI-DENK) RTD 20MG TABS 30'S,Other / uncategorised,nifedipine ( nifedi-denk) rtd 20mg tabs 30's
NIFEDIPINE (ADALAT LA) 30MG TABS 28'S,Pharmacy medicine,nifedipine (adalat la) 30mg tabs 28's
NIFEDIPINE (NIFECARD XL) 30MG TABS 30'S,Pharmacy medicine,nifedipine (nifecard xl) 30mg tabs 30's
NIFEDIPINE (NIFEDI-DENK) RTD 10MG TABS 100'S,Pharmacy medicine,nifedipine (nifedi-denk) rtd 10mg tabs 100's
NIFEMAX SR 30MG TAB,OTC,nifemax sr 30mg tab
NIGHT NURSE CAPS 10'S,OTC,night nurse caps 10's
NIGHT NURSE LIQUID 160ML,OTC,night nurse liquid 160ml
NIMODIPINE 30MG 100',Pharmacy medicine,nimodipine 30mg 100'
NIMODIPINE TAB 30MG 30'S,OTC,nimodipine tab 30mg 30's
NITROFURANTOIN 100MG TAB 30'S,OTC,nitrofurantoin 100mg tab 30's
NITROFURANTOIN 50MG TABS,Pharmacy medicine,nitrofurantoin 50mg tabs
NITROLINGUAL GLYCERYL TRINITRATE SPRAY 400MG,Other / uncategorised,nitrolingual glyceryl trinitrate spray 400mg
NIVEA BODY LOTION 250MLS,Other / uncategorised,nivea body lotion 250mls
NIVEA COCOA BUTTER 400ML,Cosmetics,nivea cocoa butter 400ml
NIVEA CREAM 75ML,Other / uncategorised,nivea cream 75ml
NIVEA CREAM TIN 150ML,Other / uncategorised,nivea cream tin 150ml
NIVEA CREME 60ML,Cosmetics,nivea creme 60ml
NIVEA CREME SOFT SHOWER GEL 500ML,Cosmetics,nivea creme soft shower gel 500ml
NIVEA DEO 150ML ALL TYPE,Cosmetics,nivea deo 150ml all type
NIVEA DEO 25OML ALL TYPE,Cosmetics,nivea deo 25oml all type
NIVEA DEO SPRAY 250ML,Other / uncategorised,nivea deo spray 250ml
NIVEA LIP BALM 5.5ML,Other / uncategorised,nivea lip balm 5.5ml
NIVEA MEN ENERGY S/GEL 250ML,OTC,nivea men energy s/gel 250ml
NIVEA MEN SHAVE FOAM SENSITIVE 200ML,Other / uncategorised,nivea men shave foam sensitive 200ml
NIVEA MEN SHAVE MOISTURISING 200ML,Other / uncategorised,nivea men shave moisturising 200ml
NIVEA POST SHAVE BALM SENSITIVE 100ML,Other / uncategorised,nivea post shave balm sensitive 100ml
NIVEA RICH FIRMING BODY LOTION 25OML,Other / uncategorised,nivea rich firming body lotion 25oml
NIVEA ROLL ALL TYPES 50ML,Other / uncategorised,nivea roll all types 50ml
NIVEA SHOWER GEL ALL TYPES 250ML,Cosmetics,nivea shower gel all types 250ml
NIVEA SOFT CREAM 200ML,Other / uncategorised,nivea soft cream 200ml
NIZORAL CREAM 2% 15G,Pharmacy medicine,nizoral cream 2% 15g
NIZORAL CREAM 30G,Other / uncategorised,nizoral cream 30g
NIZORAL DANDRUFF SHAMPOO 100ML,OTC,nizoral dandruff shampoo 100ml
NIZORAL ITCHY & SENSITIVE SHAMPOO 200ML,Prescription medicine,nizoral itchy & sensitive shampoo 200ml
NIZORAL SHAMPOO 120ML,Prescription medicine,nizoral shampoo 120ml
NIZORAL SHAMPOO 60ML,Pharmacy medicine,nizoral shampoo 60ml
NO 10 LIVER SALT ALL TYPES 50'S,OTC,no 10 liver salt all types 50's
NOOTROPIL CAP 800MG 30'S,OTC,nootropil cap 800mg 30's
NOOTROPIL SYR 200MG/ML,Pharmacy medicine,nootropil syr 200mg/ml
NORFLOXACIN (NOLICIN) 400MG TABS 20'S,Prescription medicine,norfloxacin (nolicin) 400mg tabs 20's
NORMO TEARS EYE DROP 15ML,Pharmacy medicine,normo tears eye drop 15ml
NORVASC 10MG TABS 100'S,Other / uncategorised,norvasc 10mg tabs 100's
NORVASC 10MG(AMLODIPINE) 30',Prescription medicine,norvasc 10mg(amlodipine) 30'
NORVASC 5MGTABS 30'S (AMLODIPINE),Prescription medicine,norvasc 5mgtabs 30's (amlodipine)
NOSE MASK,Cosmetics,nose mask
NOSPA INJECTION,OTC,nospa injection
NOSPA TAB (DROTAVERINE) 40MG,Pharmacy medicine,nospa tab (drotaverine) 40mg
NOSTAMINE (NAPHAZOLINE) EYE/NOSE DROP 10ML,Pharmacy medicine,nostamine (naphazoline) eye/nose drop 10ml
NOVOFINE NEEDLES 32G,Pharmacy medicine,novofine needles 32g
NOVOMIX 30 FLEXPEN,Prescription medicine,novomix 30 flexpen
NUCLEO CMP FORTE CAPS30'S,Pharmacy medicine,nucleo cmp forte caps30's
NUGEL O SUSP 200ML,OTC,nugel o susp 200ml
NUGEL SUSP 200ML,OTC,nugel susp 200ml
NUROFEN 200MG TAB 12'S,OTC,nurofen 200mg tab 12's
NUROFEN CAPLETS 200MG 16'S,OTC,nurofen caplets 200mg 16's
NUROFEN COLD & FLU 200/5MG 8'S,OTC,nurofen cold & flu 200/5mg 8's
NUROFEN EXPRESS 200MG CAP 10'S,Other / uncategorised,nurofen express 200mg cap 10's
NUROFEN IBUPROFEN 200MG TAB 8'S,OTC,nurofen ibuprofen 200mg tab 8's
NUROFEN PLUS TAB 32'S,OTC,nurofen plus tab 32's
NUROFEN SYRUP 100ML,OTC,nurofen syrup 100ml
NYQUIL COLD/COUGH 236ML,Other / uncategorised,nyquil cold/cough 236ml
NYQUIL SEVERE COLD & FLU SYR 354ML,OTC,nyquil severe cold & flu syr 354ml
NYSTAN ORAL SOLUTION 30ML,Prescription medicine,nystan oral solution 30ml
NYTOL HERBAL SYRUP 100ML,Other / uncategorised,nytol herbal syrup 100ml
NYTOL HERBAL TAB 30',OTC,nytol herbal tab 30'
NYTOL ORIGINAL 25MG,Other / uncategorised,nytol original 25mg
O YES FEMININE WASH 200ML,Other / uncategorised,o yes feminine wash 200ml
OCEAN SPRAY CRANBERRY COKTAIL,Other / uncategorised,ocean spray cranberry coktail
ODOMOS MOSQUITO REPELLANT 25G,OTC,odomos mosquito repellant 25g
ODYMINE CAPS,Other / uncategorised,odymine caps
ODYYNE CAPS ( CIPROHEPTADINE) VEGA,OTC,odyyne caps ( ciproheptadine) vega
ODYYNE SYR ( CIPROHEPTADINE) VEGA,Prescription medicine,odyyne syr ( ciproheptadine) vega
OILATUM BAR SOAP 100G,OTC,oilatum bar soap 100g
OILATUM BATH FORMULA 150ML,Other / uncategorised,oilatum bath formula 150ml
OILATUM BATH FORMULA 300ML,Cosmetics,oilatum bath formula 300ml
OILATUM JUNIOR CREAM 500ML,Cosmetics,oilatum junior cream 500ml
OILATUM SHOWER GEL 150G,Other / uncategorised,oilatum shower gel 150g
OLANZAPINE 10MG 28'S VEGA,OTC,olanzapine 10mg 28's vega
OLANZAPINE 10MG TAB 30'S,Prescription medicine,olanzapine 10mg tab 30's
OLANZAPINE 2.5MG TAB 100'S,OTC,olanzapine 2.5mg tab 100's
OLANZAPINE 20MG TAB 28'S,OTC,olanzapine 20mg tab 28's
OLANZAPINE 5MG TAB 30'S UK,OTC,olanzapine 5mg tab 30's uk
OLANZAPINE TAB 5MG VEGA 100',Pharmacy medicine,olanzapine tab 5mg vega 100'
OLANZEPINE 2.5MG TABS 28'S,Other / uncategorised,olanzepine 2.5mg tabs 28's
OLAY BODY LOTION 502ML ALL TYPES,Cosmetics,olay body lotion 502ml all types
OLAY BODY WASH 700ML(23.6FL OZ),Cosmetics,olay body wash 700ml(23.6fl oz)
OLBAS BATH 250ML,Other / uncategorised,olbas bath 250ml
OLBAS INHALER 695,OTC,olbas inhaler 695
OLBAS INHALER TWIN PK,Other / uncategorised,olbas inhaler twin pk
OLBAS MENTHOL PASTILLES 45G,Other / uncategorised,olbas menthol pastilles 45g
OLBAS OIL ADULT,OTC,olbas oil adult
OLBAS OIL CHILDREN 12ML,OTC,olbas oil children 12ml
OLD SPICE BODY SPRAY 150ML ALL TYPES,Cosmetics,old spice body spray 150ml all types
OLD SPICE DEO SPRAY DEEP SEA 150ML,Other / uncategorised,old spice deo spray deep sea 150ml
OLD SPICE DEO STICK ALL TYPES,Cosmetics,old spice deo stick all types
OLD SPICE SHOWER GEL 1000ML,Other / uncategorised,old spice shower gel 1000ml
OLD SPICE XXL 3IN 1 SHOWER GEL 675ML,OTC,old spice xxl 3in 1 shower gel 675ml
OLLY PROBIOTIC PREBIOTIC 70',OTC,olly probiotic prebiotic 70'
OLOPATADINE 0.1 % EYE DROP 5ML,OTC,olopatadine 0.1 % eye drop 5ml
OMEGA OIL LINIMENT 50ML,OTC,omega oil liniment 50ml
OMEGA-H3 MUTLTIVITAMIN CAPS 30'S,OTC,omega-h3 mutltivitamin caps 30's
OMEPRAZOLE 20MG CAPS 28'S SANDOZ,Pharmacy medicine,omeprazole 20mg caps 28's sandoz
OMEPRAZOLE CAPS 40MG,OTC,omeprazole caps 40mg
OMEPRAZOLE INJ 40MG,Prescription medicine,omeprazole inj 40mg
OMEPRAZOLE/DOMPERIDONE (LIMZER) 20/30MG CAPS 30'S,Pharmacy medicine,omeprazole/domperidone (limzer) 20/30mg caps 30's
OMRON BLOOD PRESSURE MONITOR AUTO M2,OTC,omron blood pressure monitor auto m2
OMRON BLOOD PRESSURE MONITOR AUTO M7,OTC,omron blood pressure monitor auto m7
OMRON BP MONITOR M3,OTC,omron bp monitor m3
OMRON DIGITAL THERMOMETER,Pharmacy medicine,omron digital thermometer
OMRON PAIN RELIEVE MONITOR,Other / uncategorised,omron pain relieve monitor
ON CALL EXTRA GLUCOSE MONITOR,OTC,on call extra glucose monitor
ON CALL EXTRA STRIPS,OTC,on call extra strips
ON CALL LANCETS,OTC,on call lancets
ON CALL PLUS CODE FREE TEST STRIPS,Other / uncategorised,on call plus code free test strips
ON CALL PLUS GLUCOSE MONITOR,OTC,on call plus glucose monitor
ON CALL PLUS STRIPS,Other / uncategorised,on call plus strips
ONDANSETRON SOLUTION 50ML,Other / uncategorised,ondansetron solution 50ml
ONDANSETRON TAB 4MG,Pharmacy medicine,ondansetron tab 4mg
ONDANSETRON TAB 8MG 10'S,Other / uncategorised,ondansetron tab 8mg 10's
ONE A DAY MEN 300'S,OTC,one a day men 300's
ONE A DAY MENS 50+ VITAMINS 300',OTC,one a day mens 50+ vitamins 300'
ONE A DAY WOMENS 50+ VITAMINS,OTC,one a day womens 50+ vitamins
ONE A DAY WOMENS VITAMINS 300',OTC,one a day womens vitamins 300'
ONE TOUCH SELECT PLUS STRIPS,Other / uncategorised,one touch select plus strips
ONETOUCH SELECT PLUS METER (MACHINE),OTC,onetouch select plus meter (machine)
ONETOUCH SELECT PLUS STRIPS,Pharmacy medicine,onetouch select plus strips
ONETOUCH SELECT STRIPS 50'S,OTC,onetouch select strips 50's
ONETOUCH ULTRA STRIPS,Pharmacy medicine,onetouch ultra strips
OPTIMOL(TIMOLOL) EYE DROPS 5ML,OTC,optimol(timolol) eye drops 5ml
OPTISOFT COOLING EYE DROPS 10ML,Pharmacy medicine,optisoft cooling eye drops 10ml
OPTIVITE CAPSULES 30',Pharmacy medicine,optivite capsules 30'
OPTREX ALLERGY 2% EYE DROP 10ML,Pharmacy medicine,optrex allergy 2% eye drop 10ml
OPTREX BLOODSHOT EYE DROPS 10ML,OTC,optrex bloodshot eye drops 10ml
OPTREX BRIGHTENING EYE DROP,Pharmacy medicine,optrex brightening eye drop
OPTREX DULL EYE DROPS 10ML,Pharmacy medicine,optrex dull eye drops 10ml
OPTREX EYE WASH 100ML,OTC,optrex eye wash 100ml
OPTREX EYE WASH 300MLS,OTC,optrex eye wash 300mls
OPTREX HAYFEVER DROPS 10ML,Other / uncategorised,optrex hayfever drops 10ml
OPTREX ITCHY REFRESHING EYE DROPS 10ML,Pharmacy medicine,optrex itchy refreshing eye drops 10ml
OPTREX REFRESHING EYE DROP 1OML,Pharmacy medicine,optrex refreshing eye drop 1oml
OPTREX SOOTHING EYE DROPS 10ML,OTC,optrex soothing eye drops 10ml
ORAL B MOUTHWASH 500ML,Other / uncategorised,oral b mouthwash 500ml
ORAL B T/BRUSH 123,Other / uncategorised,oral b t/brush 123
ORAL B T/PASTE COMPLETE 75ML,Other / uncategorised,oral b t/paste complete 75ml
ORAL B TOOTHPASTE 123,Other / uncategorised,oral b toothpaste 123
ORDY-10 (TADALAFIL) TAB 30'S,OTC,ordy-10 (tadalafil) tab 30's
ORLISTAT 120MG CAPS 84 UK (XENICAL),Prescription medicine,orlistat 120mg caps 84 uk (xenical)
ORLISTAT 120MG CAPS 84'S,OTC,orlistat 120mg caps 84's
OSTEOCARE CHEWABLE,OTC,osteocare chewable
OSTEOCARE FIZZ TAB EFFERVESCENT,Prescription medicine,osteocare fizz tab effervescent
OSTEOCARE ORIGINAL 90',OTC,osteocare original 90'
OSTEOCARE ORIGINAL SYRUP 200ML,Prescription medicine,osteocare original syrup 200ml
OSTEOCARE ORIGINAL TAB UK 30',Pharmacy medicine,osteocare original tab uk 30'
OSTEOCARE PLUS GLUCOSAMINE & CHONDROITIN TABS 60'S,OTC,osteocare plus glucosamine & chondroitin tabs 60's
OSTEOCARE PLUS OMEGA 3 & SOY ISOFLAVONES 84'S,Prescription medicine,osteocare plus omega 3 & soy isoflavones 84's
OSTEOCARE SYR 200ML INDIA,OTC,osteocare syr 200ml india
OTIPAX SOLUTIONPHENAZONE /LIDOCAINE FOR EAR,Prescription medicine,otipax solutionphenazone /lidocaine for ear
OTRIVIN ADULT BLOCKED NOSE SPRAY,OTC,otrivin adult blocked nose spray
OTRIVIN NASAL DROPS 0.05% CHILDREN 10ML,Prescription medicine,otrivin nasal drops 0.05% children 10ml
OTRIVIN NASAL DROPS 0.1% ADULT,OTC,otrivin nasal drops 0.1% adult
OVACARE TABS 30'S,Other / uncategorised,ovacare tabs 30's
OVARIA ORANGE ALL TYPES,Other / uncategorised,ovaria orange all types
OVESTIN CREAM 1MG (ESTRIOL),Prescription medicine,ovestin cream 1mg (estriol)
OXYBUTYNIN 2.5MG TABS 56'S UK,Prescription medicine,oxybutynin 2.5mg tabs 56's uk
OXYBUTYNIN 5MG 100'S,OTC,oxybutynin 5mg 100's
OXYBUTYNIN 5MG TABS 56'S UK,Prescription medicine,oxybutynin 5mg tabs 56's uk
OXYPOL EYE OINTMENT,Pharmacy medicine,oxypol eye ointment
P-DIUM LOPERAMIDE HYDROCHLORIDE CAPS 2MG,Other / uncategorised,p-dium loperamide hydrochloride caps 2mg
PABIOVITE HIGH POTENCY 1 & 2 INJECTION,Prescription medicine,pabiovite high potency 1 & 2 injection
PAEDIATRIC VOLUMETRIC SPACER,Pharmacy medicine,paediatric volumetric spacer
PAINGAY CAPS 10'S (DICLOFENAC 100MG),Pharmacy medicine,paingay caps 10's (diclofenac 100mg)
PAINGAY GEL 30G,Other / uncategorised,paingay gel 30g
PALLY MORNING COFFEE BISCUITS,Other / uncategorised,pally morning coffee biscuits
PALM OLIVE MEN SHAVE CREAM CLASSIC 100ML,Cosmetics,palm olive men shave cream classic 100ml
PALMERS BODY LOTION FIRMING BUTTER 315ML,Other / uncategorised,palmers body lotion firming butter 315ml
PALMERS BODY LOTION SHEA BUTTER 250ML,Cosmetics,palmers body lotion shea butter 250ml
PALMERS BODY OIL COCONUT HYDRATE 150ML,Other / uncategorised,palmers body oil coconut hydrate 150ml
PALMERS BODY OIL SHEA BUTTER 250ML,Other / uncategorised,palmers body oil shea butter 250ml
PALMERS BUTTER BODY LOTION RAW SHEA 400ML,Other / uncategorised,palmers butter body lotion raw shea 400ml
PALMERS COCOA BT STRETCH MARKS 250ML,OTC,palmers cocoa bt stretch marks 250ml
PALMERS COCOA BUTTER SKIN THERAPY 250ML,Other / uncategorised,palmers cocoa butter skin therapy 250ml
PALMERS COCOA BUTTER SOFTENS LOTION 500ML,Cosmetics,palmers cocoa butter softens lotion 500ml
PALMERS COCOA BUTTER TUB 100G,Cosmetics,palmers cocoa butter tub 100g
PALMERS COCONUT HYDRATE BODY LOTION 250ML,Other / uncategorised,palmers coconut hydrate body lotion 250ml
PALMERS HAND CREAM SHEA BUTTER 60G,Other / uncategorised,palmers hand cream shea butter 60g
PALMERS LIP BALM 4GM,Other / uncategorised,palmers lip balm 4gm
PALMERS MEN LOTION COCOA BUTTER 250ML,Other / uncategorised,palmers men lotion cocoa butter 250ml
PALMOLIVE BAR SOAP 4PK 90GM,Other / uncategorised,palmolive bar soap 4pk 90gm
PALMOLIVE BATH 750ML,Other / uncategorised,palmolive bath 750ml
PALMOLIVE SHOWER GEL 500ML ALL TYPES,Cosmetics,palmolive shower gel 500ml all types
PALMOLIVE SHOWER GEL ALL TYPES ADULT 250ML,Cosmetics,palmolive shower gel all types adult 250ml
PALMOLIVE SHOWER GEL KIDS ALMOND 250ML,Cosmetics,palmolive shower gel kids almond 250ml
PALMOLIVE SOAP BAR,Other / uncategorised,palmolive soap bar
PALMOLIVE WASH MILK & HONEY 300ML,Other / uncategorised,palmolive wash milk & honey 300ml
PAMPERS BABY WIPES 52'S ALL TYPES,OTC,pampers baby wipes 52's all types
PANADOL ACTIFAST SOLUBLE 24S,OTC,panadol actifast soluble 24s
PANADOL ACTIFAST SOLUBLE TAB,OTC,panadol actifast soluble tab
PANADOL ADVANCE 500MG TABS 16'S,OTC,panadol advance 500mg tabs 16's
PANADOL EXTRA ADV. 500MG TAB 20'S,OTC,panadol extra adv. 500mg tab 20's
PANADOL EXTRA ADVANCE 100'S,OTC,panadol extra advance 100's
PANADOL NIGHT 20S,OTC,panadol night 20s
PANADOL ORIGINAL 500MG TAB 200'S,OTC,panadol original 500mg tab 200's
PANADOL PERIOD PAIN 14'S,OTC,panadol period pain 14's
PANTO-DENK 20MG 28',Pharmacy medicine,panto-denk 20mg 28'
PANTO-DENK 40MG TABS 28'S ( PANTOPRAZOLE ),Pharmacy medicine,panto-denk 40mg tabs 28's ( pantoprazole )
PARA-DENK SUPP 125MG ( PARACETAMOL) 10'S,OTC,para-denk supp 125mg ( paracetamol) 10's
PARACETAMOL (PARA-DENK ) 250MG SUPP 10'S,OTC,paracetamol (para-denk ) 250mg supp 10's
PARACETAMOL 1G SUPP GACET,Pharmacy medicine,paracetamol 1g supp gacet
PARACETAMOL 500MG TAB 20'S VEGA,OTC,paracetamol 500mg tab 20's vega
PARACETAMOL 500MG TAB UK 100'S,OTC,paracetamol 500mg tab uk 100's
PARACETAMOL 500MG TABS 32'S,OTC,paracetamol 500mg tabs 32's
PARACETAMOL INTRAVENOUS INFUSION 1G/100ML,Prescription medicine,paracetamol intravenous infusion 1g/100ml
PARACETAMOL SUPP (GACET) 250MG SUPP,Other / uncategorised,paracetamol supp (gacet) 250mg supp
PARACETAMOL SUPP 500MG,Pharmacy medicine,paracetamol supp 500mg
PARACETAMOL SYRUP 100ML VEGA,Other / uncategorised,paracetamol syrup 100ml vega
PARACETAMOL SYRUP UK 125ML 100ML,OTC,paracetamol syrup uk 125ml 100ml
PARACETAMOL TABS 500MG 1000'S (BLISTEX),OTC,paracetamol tabs 500mg 1000's (blistex)
PARACETAMOL TABS 500MG 16'S,OTC,paracetamol tabs 500mg 16's
PARACETAMOL(CALPOL) 250ML/5ML SUSP 6YRS+ 80ML,OTC,paracetamol(calpol) 250ml/5ml susp 6yrs+ 80ml
PARLODEL 2.5MG TAB (BROMOKRIPTIN) 30'S,Prescription medicine,parlodel 2.5mg tab (bromokriptin) 30's
PAROXETINE 20MG 28'S,Other / uncategorised,paroxetine 20mg 28's
PATANOL(OLOPATADINE) 0.1% EYE DROP 5ML,OTC,patanol(olopatadine) 0.1% eye drop 5ml
PEACH CLOVE OIL 10ML,OTC,peach clove oil 10ml
PECOS TABS 30'S,Other / uncategorised,pecos tabs 30's
PEDIASURE DRINK 237ML,"Food, drinks & essentials",pediasure drink 237ml
PEITEL (PREDNICARBATE) CREAM 0.25%,Other / uncategorised,peitel (prednicarbate) cream 0.25%
PEMETHRIN CREAM,OTC,pemethrin cream
PENICILLIN OINTMENT 20GM,OTC,penicillin ointment 20gm
PEPPA PIG BATH & SHOWER BUBBLES 400ML,Other / uncategorised,peppa pig bath & shower bubbles 400ml
PEPSODENT CHARCOAL T/PASTE 130G LEMON,OTC,pepsodent charcoal t/paste 130g lemon
PEPTO BISMOL 118ML,Prescription medicine,pepto bismol 118ml
PEPTO BISMOL 236ML (SMALL),OTC,pepto bismol 236ml (small)
PEPTO BISMOL 354ML,Pharmacy medicine,pepto bismol 354ml
PEPTO KIDS GUMMIES 48',OTC,pepto kids gummies 48'
PERFECTIL MAX,OTC,perfectil max
PERFECTIL ORIGINAL TRIPLE ACTIVE TAB,Other / uncategorised,perfectil original triple active tab
PERFECTIL PLATINUM TABS 60'S,OTC,perfectil platinum tabs 60's
PERFECTIL PLUS HAIR,OTC,perfectil plus hair
PERFECTIL SKIN PLUS CAPS 56'S VITABIOTICS,OTC,perfectil skin plus caps 56's vitabiotics
PERMETHRIN 1% SOAP,OTC,permethrin 1% soap
PERMETHRIN 5% CREAM,Prescription medicine,permethrin 5% cream
PERMETHRIN CREAM 5% SANDOZ,Prescription medicine,permethrin cream 5% sandoz
PERMOXYL AMOXICILLIN SUSP 100ML ECL,Prescription medicine,permoxyl amoxicillin susp 100ml ecl
PERMOXYL CAPS 250MG 500'S,Other / uncategorised,permoxyl caps 250mg 500's
PERMOXYL CAPS 500MG,OTC,permoxyl caps 500mg
PETHIDINE INJ 100MG/2ML 10'S,Prescription medicine,pethidine inj 100mg/2ml 10's
PHENOBARBITONE 60MG TAB,Pharmacy medicine,phenobarbitone 60mg tab
PHLEBODIA 600MG CAPS 15'S (DIOSMIN),Prescription medicine,phlebodia 600mg caps 15's (diosmin)
PHYTOMENADIONE INJ ( VIT K 1) 1ML,Prescription medicine,phytomenadione inj ( vit k 1) 1ml
PIKOVIT SYRUP 150ML,OTC,pikovit syrup 150ml
PILEX OINTMENT 30G HIMALAYA,Herbal,pilex ointment 30g himalaya
PILEX TABS 100'S,Herbal,pilex tabs 100's
PILL CUTTER,Other / uncategorised,pill cutter
PIOGLITAZONE TAB 15MG,Other / uncategorised,pioglitazone tab 15mg
PIOGLITAZONE TAB 30MG,Other / uncategorised,pioglitazone tab 30mg
PIP OFF GEL,Other / uncategorised,pip off gel
